code,lat,lon,city,state
[JMS],46.92,-98.68,Jamestown,ND
[JNU],58.37,-134.58,Juneau,AK
[JST],40.32,-78.83,Johnstown,PA
[JVL],42.62,-89.03,Janesville,WI
[JXN],42.27,-84.47,Jackson,MI
[KAE],56.97,-133.95,Kake Seaplan,AK
[KOA],19.75,-156.05,Ke-Ahole/Kon,HI
[KPC],65.25,-166.87,Port Clarnce,AK
[KSM],62.07,-163.3,New Andreafs,AK
[KTN],55.35,-131.7,Ketchikan,AK
[L10],33.42,-117.62,San Clemente,CA
[L35],34.27,-116.68,Big Bear Apt,CA
[L63],36.53,-115.57,Ind Sprng Rn,NV
[L76],36.57,-115.67,Ind Sprng Rn,NV
[L98],33.38,-117.58,San Mateo,CA
[LAF],40.42,-86.93,W Lafayette,IN
[LAL],28.03,-81.95,Lakeland,FL
[LAM],35.88,-106.28,Los Alamos,NM
[LAN],42.77,-84.6,Lansing,MI
[LAR],41.32,-105.68,Laramie,WY
[LAS],36.08,-115.17,Las Vegas,NV
[LAW],34.57,-98.42,Lawton,OK
[LAX],33.93,-118.4,Los Angeles,CA
[LBB],33.65,-101.82,Lubbock,TX
[LBE],40.28,-79.4,Latrobe,PA
[LBF],41.13,-100.68,North Platte,NE
[LBL],37.05,-100.97,Liberal,KS
[LCH],30.12,-93.22,Lake Charles,LA
[LCI],43.57,-71.43,Laconia,NH
[LCK],39.82,-82.93,Rickenbacker,OH
[LEB],43.63,-72.3,Lebanon,NH
[LEX],38.05,-85,Lexington,KY
[LFI],37.08,-76.37,Langley AFB,VA
[LFK],31.23,-94.75,Lufkin,TX
[LFT],30.2,-92,Lafayette,LA
[LGA],40.77,-73.9,New York/LGA,NY
[LGB],33.82,-118.15,Long Beach,CA
[LGC],33.01,-85.07,La Grange,GA
[LGD],45.28,-118,La Grande,OR
[LGU],41.78,-111.85,Logan,UT
[LHW],31.88,-81.57,Ft Stewart,GA
[LHX],38.05,-103.52,La Junta,CO
[LIC],39.18,-103.7,Limon,CO
[LIH],21.98,-159.35,Lihue-Kauai,HI
[LIT],35.22,-92.38,Little Rock,AR
[LIZ],46.95,-67.88,Loring AFB,ME
[LMT],42.15,-121.73,Klamath Fall,OR
[LND],42.82,-108.73,Lander,WY
[LNI],70.92,-153.23,Lonely (dew),AK
[LNK],40.85,-96.75,Lincoln Muni,NE
[LNN],41.63,-81.4,Willoughby,OH
[LNR],43.2,-90.18,Lone Rock,WI
[LNS],40.13,-76.3,Lancaster,PA
[LNY],20.8,-156.95,Lanai-Lanai,HI
[LOL],40.1,-118.92,Lovelock,NV
[LOU],38.23,-85.67,Louisville,KY
[LOZ],37.08,-84.07,London,KY
[LRD],27.53,-99.47,Laredo Intl,TX
[LRF],34.92,-92.15,Little Rock,AR
[LRU],32.3,-106.77,Las Cruces,NM
[LSE],43.87,-91.25,La Crosse,WI
[LSF],32.33,-85,Fort Benning,GA
[LSV],36.23,-115.03,Nellis AFB,NV
[LTS],34.67,-99.27,Altus AFB,OK
[LUF],33.53,-112.38,Luke,AZ
[LUK],39.1,-84.43,Cincinnati,OH
[LUL],31.67,-89.17,Laurel,MS
[LVK],37.7,-121.82,Livermore,CA
[LVM],45.7,-110.43,Livingston,MT
[LVS],35.65,-105.15,Las Vegas,NM
[LWB],37.87,-80.4,Lewisburg,WV
[LWM],42.72,-71.12,Lawrence,MA
[LWS],46.38,-117.02,Lewiston,ID
[LWT],47.05,-109.45,Lewiston,MT
[LXV],39.25,-106.3,Leadville,CO
[LYH],37.33,-79.2,Lynchburg,VA
[LZK],34.83,-92.25,Little Rock,AR
[MAF],31.95,-102.18,Midland,TX
[MAI],30.84,-85.18,Marianna,FL
[MBL],44.27,-86.25,Manistee,MI
[MBS],43.53,-84.08,Saginaw,MI
[MCB],31.18,-90.47,Mccomb,MS
[MCC],38.67,-121.4,Mcclellan,CA
[MCE],37.28,-120.52,Merced,CA
[MCF],27.85,-82.52,Macdill AFB,FL
[MCG],62.97,-155.62,Mcgrath,AK
[MCI],39.32,-94.72,Kansas City,MO
[MCK],40.22,-100.58,Mccook,NE
[MCN],32.7,-83.65,Macon/Lewis,GA
[MCO],28.43,-81.32,Orlando,FL
[MCW],43.15,-93.33,Mason City,IA
[MDH],37.78,-89.25,Carbondale,IL
[MDO],59.43,-146.33,Middleton Is,AK
[MDT],40.2,-76.77,Middletown,PA
[MDW],41.78,-87.75,Chicago/Midway,IL
[MEH],45.5,-118.4,Meacham,OR
[MEI],32.33,-88.75,Meridian/Key,MS
[MEM],35.05,-90,Memphis Intl,TN
[MER],37.38,-120.57,Castle AFB,CA
[MFD],40.82,-82.52,Mansfield,OH
[MFE],26.18,-98.23,Mcallen,TX
[MFR],42.37,-122.87,Medford,OR
[MGE],33.92,-84.52,Dobbins AFB,GA
[MGF],34.53,-84.87,Dobbins AFB,GA
[MGL],35.15,-85.51,Monteagle,TN
[MGM],32.3,-86.4,Montgomery,AL
[MGW],39.65,-79.92,Morgantown,WV
[MHE],43.77,-98.03,Mitchell,SD
[MHK],39.15,-96.67,Manhatten,KS
[MHM],63.9,-152.27,Minchumina,AK
[MHN],42.05,-101.05,Mullen,NE
[MHR],38.57,-121.3,Mather AFB,CA
[MHS],41.32,-122.32,Mount Shasta,CA
[MHT],42.93,-71.43,Manchester,NH
[MHV],35.05,-118.15,Mojave,CA
[MIA],25.82,-80.28,Miami Intl,FL
[MIB],48.42,-101.35,Minot AFB,ND
[MIC],45.07,-93.38,Minneapolis,MN
[MIE],40.23,-85.38,Muncie,IN
[MIV],39.37,-75.07,Millville,NJ
[MKC],39.12,-94.6,Kansas City,MO
[MKE],42.95,-87.9,Milwaukee,WI
[MKG],43.17,-86.25,Muskegon,MI
[MKK],21.15,-157.1,Molokai,HI
[MKL],35.6,-88.92,Jackson,TN
[MKO],35.66,-95.36,Muskogee,MO
[MKT],44.22,-93.92,Mankato,MN
[MLB],28.1,-80.63,Melbourne,FL
[MLC],34.88,-95.78,Mcalester,OK
[MLD],42.17,-112.32,Malad City,ID
[MLF],38.72,-113.03,Milford,UT
[MLI],41.45,-90.52,Moline/Quad,IL
[MLS],46.43,-105.87,Miles City,MT
[MLU],32.52,-92.05,Monroe,LA
[MLY],65,-150.65,Manley Ht Sp,AK
[MMH],37.63,-118.92,Mammoth Lks,CA
[MML],44.45,-95.82,Marshall Arpt,MN
[MMO],41.37,-88.68,Marseilles,IL
[MMT],33.92,-80.8,Mcentire,SC
[MMU],40.8,-74.42,Morristown,NJ
[MNM],45.12,-87.63,Menominee,MI
[MNW],42.88,-72.88,Wilmington,VT
[MOB],30.68,-88.25,Mobile,AL
[MOD],37.63,-120.95,Modesto,CA
[MOT],48.27,-101.28,Minot Intl,ND
[MPV],44.2,-72.57,Montpelier,VT
[MQB],40.52,-90.66,Macomb,IL
[MQI],35.92,-75.68,Manteo Arpt,NC
[MQM],44.57,-112.32,Monida,MT
[MQT],46.88,-87.95,Marquette,MI
[MQY],36,-86.5,Smyrna,TN
[MRB],39.4,-77.98,Martinsburg,WV
[MRF],30.37,-104.02,Marfa,TX
[MRI],61.22,-149.85,Anchorage,AK
[MRY],36.58,-121.85,Monterey,CA
[MSL],34.75,-87.62,Muscle Shoal,AL
[MSN],43.13,-89.33,Madison,WI
[MSO],46.92,-114.08,Missoula,MT
[MSP],44.88,-93.22,Minneapolis,MN
[MSS],44.93,-74.85,Massena,NY
[MSV],41.7,-74.8,Monticello,NY
[MSY],29.98,-90.25,New Orleans,LA
[MTC],42.62,-82.83,Selfridge,MI
[MTJ],38.5,-107.88,Montrose,CO
[MTN],39.33,-76.42,Baltimore,MD
[MTO],39.48,-88.28,Mattoon,IL
[MTW],44.13,-87.67,Manitowac,WI
[MUE],20,-156.12,Waimea-Koha,HI
[MUI],40.43,-76.57,Muir,PA
[MUO],43.05,-115.87,Mountn Home,ID
[MVN],38.32,-88.86,Mount Vernon,IL
[MVY],41.4,-70.62,Marthas Vine,MA
[MWA],37.75,-89,Marion,IL
[MWC],43.12,-88.05,Milwaukee,WI
[MWH],47.2,-119.32,Moses Lake,WA
[MWL],32.78,-98.07,Mineral Wlls,TX
[MWN],44.27,-71.3,Mt Washingtn,NH
[MWS],34.23,-118.07,Mount Wilson,CA
[MXF],32.38,-86.37,Maxwell AFB,AL
[MXY],61.43,-142.92,Mccarthy,AK
[MYF],32.82,-117.13,San Diego,CA
[MYL],44.88,-116.1,Mccall,ID
[MYR],33.68,-78.93,Myrtle Beach,SC
[MYU],60.37,-166.27,Mekoryuk,AK
[MYV],39.1,-121.57,Marysville,CA
[N11],41.27,-72.9,New Haven,CT
[N28],40.75,-74.37,Ambrose,NY
[N5G],34.03,-120.4,San Miguel,CA
[N66],42.87,-75.12,Oneonta,NY
[N78],40.28,-74.28,Barnegat Ls,NJ
[N80],38.55,-75.13,Ocean City,MD
[NBC],32.48,-80.72,Beaufort Mca,SC
[NBE],32.73,-96.97,Dallas NAS,TX
[NBG],29.83,-90.02,New Orleans,LA
[NBU],42.08,-87.82,Glenview NAS,IL
[NCA],34.7,-77.43,New River,NC
[NCO],41.36,-71.25,Quonset Pt NAS,RI
[NEL],40.03,-74.35,Lakehurst,NJ
[NEW],30.03,-90.03,New Orleans,LA
[NFG],33.3,-117.35,Camp Pendlet,CA
[NFL],39.42,-118.7,Fallon NAS,NV
[NGP],27.7,-97.28,Corpus Chrst,TX
[NGU],36.93,-76.28,Norfolk NAS,VA
[NGZ],37.78,-122.32,Alameda NAS,CA
[NHK],38.28,-76.4,Patuxent,MD
[NHZ],43.88,-69.93,Brunswick,ME
[NID],35.68,-117.68,China Lake,CA
[NIP],30.23,-81.68,Jacksonville,FL
[NIR],28.37,-97.67,Chase NAS,TX
[NJK],32.82,-115.68,El Centro,CA
[NKT],34.9,-76.88,Cherry Point,NC
[NKX],32.87,-117.15,Miramar NAS,CA
[NLC],36.33,-119.95,Lemoore NAS,CA
[NMM],32.55,-88.57,Meridian NAS,MS
[NOW],48.22,-123.67,Port Angeles,WA
[NPA],30.35,-87.32,Pensacola,FL
[NQA],35.35,-89.87,Memphis NAS,TN
[NQI],27.5,-97.82,Kingsville,TX
[NQX],24.57,-81.68,Key West NAS,FL
[NRB],30.4,-81.42,Mayport NAS,FL
[NRS],32.57,-117.12,Imperial Bch,CA
[NSE],30.72,-87.02,Whiting Fld,FL
[NSI],33.25,-119.45,San Nic Isl,CA
[NTD],34.12,-119.12,Point Mugu,CA
[NTK],33.7,-117.83,Tustin Mcas,CA
[NTU],36.82,-76.03,Oceana NAS,VA
[NUC],33.02,-118.58,San Clemente,CA
[NUQ],37.42,-122.05,Moffet NAS,CA
[NUW],48.35,-122.65,Whidbey Is,WA
[NXP],34.28,-116.15,Twenty9 Palm,CA
[NXX],40.2,-75.15,Willow Grove,PA
[NYC],40.77,-73.98,New York,NY
[NYG],38.5,-77.3,Quantico Mca,VA
[NYL],32.65,-114.62,Yuma Mcas,AZ
[NZC],30.22,-81.88,Cecil,FL
[NZJ],33.67,-117.73,El Toro,CA
[NZW],42.15,-70.93,S Weymouth,MA
[NZY],32.7,-117.2,North Is,CA
[O87],40.03,-124.07,Shelter Cove,CA
[OAJ],34.82,-77.62,Jacksonville,NC
[OAK],37.73,-122.22,Oakland,CA
[OAR],36.68,-121.77,Fort Ord,CA
[ODX],41.62,-98.95,Ord/Sharp,NE
[OFF],41.12,-95.92,Offutt AFB,NE
[OFK],41.98,-97.43,Norfolk,NE
[OGD],41.18,-112.02,Ogden,UT
[OGG],20.9,-156.43,Kahului Maui,HI
[OGS],44.68,-75.4,Ogdensburg,NY
[OJC],38.85,-94.9,Olathe,KS
[OKC],35.4,-97.6,Oklahoma Cty,OK
[OLF],48.1,-105.58,Wolf Point,MT
[OLI],70.5,-149.88,Oliktok Dew,AK
[OLM],46.97,-122.9,Olympia,WA
[OLU],41.45,-97.35,Columbus,NE
[OMA],41.3,-95.9,Omaha/Eppley,NE
[OME],64.5,-165.43,Nome,AK
[ONL],42.47,-98.68,O'neill,NE
[ONM],34.07,-106.9,Socorro,NM
[ONO],44.02,-117.02,Ontario,OR
[ONP],44.63,-124.05,Newport,OR
[ONT],34.05,-117.62,Ontario Intl,CA
[OPF],25.92,-80.28,Miami/Opa,FL
[OQU],41.6,-71.42,Nth Kingston,RI
[ORD],41.98,-87.9,Chicago/O'hare,IL
[ORF],36.9,-76.2,Norfolk Rgnl,VA
[ORH],42.27,-71.87,Worcester,MA
[ORL],28.55,-81.33,Orlando,FL
[ORT],62.97,-141.93,Northway,AK
[OSC],44.45,-83.4,Wurtsmith,MI
[OSH],44,-88.57,Oshkosh,WI
[OSU],40.08,-83.07,Columbus Osu,OH
[OTG],43.65,-95.58,Worthington,MN
[OTH],43.42,-124.25,North Bend,OR
[OTM],41.1,-92.45,Ottumwa,IA
[OTZ],66.87,-162.63,Kotzebue,AK
[OUN],35.23,-97.47,Norman,OK
[OVN],41.37,-96.02,North Omaha,NE
[OWB],37.75,-87.17,Owensboro,KY
[OWD],42.18,-71.18,Norwood,MA
[OWY],42.58,-116.17,Owyhee,NV
[OXR],34.2,-119.2,Oxnard,CA
[OZR],31.28,-85.72,Fort Rucker,AL
[P02],36.77,-90.47,Poplar Bluff,MO
[P05],44.05,-101.6,Philip,SD
[P07],30.17,-102.42,Sanderson,TX
[P11],48.1,-98.87,Devil's Lake,ND
[P24],47.75,-101.83,Roseglen,ND
[P28],37.3,-98.58,Medicine Ldg,KS
[P35],40.25,-93.72,Spickard,MO
[P38],37.62,-114.52,Caliente,NV
[P39],46.6,-94.32,Pequot Lake,MN
[P58],43.83,-82.53,Harbor Beach,MI
[P59],47.47,-87.85,Copper Harb,MI
[P60],44.55,-110.42,Yellowstone,WY
[P61],47.58,-90.83,Tofte,MN
[P67],46.1,-97.15,Lidgerwood,ND
[P68],39.5,-115.97,Eureka,NV
[P69],45.82,-115.43,Elk City,ID
[P75],45.92,-85.92,Seul Choix,MI
[PAA],39.58,-124.22,Pt Arena,CA
[PAE],47.92,-122.28,Everet/Paine,WA
[PAH],37.07,-88.77,Paducah,KY
[PAM],30.07,-85.58,Tyndall AFB,FL
[PAO],37.47,-122.12,Palo Alto,CA
[PAQ],61.6,-149.08,Palmer,AK
[PBF],34.17,-91.93,Pine Bluff,AR
[PBG],44.65,-73.47,Plattsburgh,NY
[PBI],26.68,-80.12,W Palm Beach,FL
[PDK],33.88,-84.3,Atlanta/Dklb,GA
[PDT],45.68,-118.85,Pendleton,OR
[PDX],45.6,-122.6,Portland,OR
[PFN],30.2,-85.68,Panama City,FL
[PGA],36.93,-111.45,Page,AZ
[PGO],34.68,-94.62,Page,OK
[PGU],34.95,-121.12,Pt Arguello,CA
[PHF],37.13,-76.5,Newport News,VA
[PHL],39.88,-75.25,Philadelphia,PA
[PHP],44.05,-101.6,Philip,SD
[PHX],33.43,-112.02,Phoenix,AZ
[PIA],40.67,-89.68,Peoria,IL
[PIB],31.47,-89.33,Hattiesburg,MS
[PIE],27.92,-82.68,Saint Peters,FL
[PIH],42.92,-112.6,Pocatello,ID
[PIR],44.38,-100.28,Pierre,SD
[PIT],40.5,-80.22,Pittsburgh,PA
[PIZ],69.82,-162.92,Point Lay,AK
[PKB],39.35,-81.43,Parkersburg,WV
[PKD],46.9,-95.07,Park Rapids,MN
[PLN],45.57,-84.8,Pellston,MI
[PMD],35.05,-118.13,Palmdale,CA
[PNC],36.73,-97.1,Ponca City,OK
[PNE],40.08,-75.02,Nth Philadel,PA
[PNS],30.47,-87.2,Pensacola,FL
[POB],35.17,-79.02,Pope AFB,NC
[POC],34.1,-117.78,La Verne,CA
[POE],31.05,-93.2,Fort Polk,LA
[POU],41.63,-73.88,Poughkeepsie,NY
[PPC],66.82,-150.65,Prospect Crk,AK
[PPD],36.12,-121.47,Pt Piedras,CA
[PQI],46.68,-68.05,Presque Isle,ME
[PRB],35.67,-120.63,Paso Robles,CA
[PRC],34.65,-112.43,Prescott,AZ
[PRX],33.63,-95.45,Paris/Cox,TX
[PSB],41.47,-78.13,Philipsburg,PA
[PSC],46.27,-119.12,Pasco,WA
[PSF],42.26,-73.18,Pittsfield,MA
[PSG],56.82,-132.97,Petersburg,AK
[PSM],43.08,-70.82,Pease AFB,NH
[PSP],33.83,-116.5,Palm Springs,CA
[PSX],28.72,-96.25,Palacios,TX
[PTH],56.95,-158.62,Port Heiden,AK
[PTI],62.17,-153.25,Puntilla,AK
[PTK],42.67,-83.42,Pontiac,MI
[PTN],29.7,-91.2,Morgan City,LA
[PUB],38.28,-104.52,Pueblo,CO
[PUC],39.62,-110.75,Price/Carbon,UT
[PUO],70.25,-148.33,Prudhoe Bay,AK
[PUW],46.75,-117.12,Pullman,WA
[PVD],41.73,-71.43,Providence,RI
[PVU],40.22,-111.72,Provo,UT
[PVW],34.17,-101.71,Plainview,TX
[PWA],35.53,-97.65,Oklahoma Cty,OK
[PWM],43.65,-70.32,Portland,ME
[PWT],47.48,-122.77,Bremerton,WA
[RAL],33.95,-117.45,Riverside,CA
[RAP],44.05,-103.07,Rapid City,SD
[RBD],32.68,-96.87,Dallas/Redbr,TX
[RBG],43.23,-123.37,Roseburg,OR
[RBL],40.15,-122.25,Red Bluff,CA
[RCA],44.15,-103.1,Ellsworth Af,SD
[RDD],40.5,-122.3,Redding,CA
[RDG],40.38,-75.97,Reading,PA
[RDM],44.27,-121.15,Redmond,OR
[RDR],47.97,-97.4,Grand Forks,ND
[RDU],35.87,-78.78,Raleigh-Durh,NC
[REE],33.6,-102.05,Reese AFB,TX
[REJ],45.16,-103.32,Redig,SD
[RFD],42.2,-89.1,Rockford,IL
[RHI],45.63,-89.45,Rhinelander,WI
[RHV],37.33,-121.82,San Jose/Rei,CA
[RIC],37.5,-77.33,Richmond,VA
[RIE],45.48,-91.72,Rice Lake,WI
[RIV],33.88,-117.27,March AFB,CA
[RIW],43.05,-108.45,Riverton,WY
[RKD],44.07,-69.12,Rockland,ME
[RKP],28.08,-97.03,Rockport,TX
[RKS],41.6,-109.07,Rock Springs,WY
[RME],43.23,-75.4,Griffiss AFB,NY
[RMG],34.35,-85.17,Rome/Russell,GA
[RND],29.53,-98.28,Randolph AFB,TX
[RNO],39.5,-119.78,Reno,NV
[RNT],47.5,-122.22,Renton,WA
[ROA],37.32,-79.97,Roanoke Muni,VA
[ROC],43.12,-77.67,Rochester,NY
[ROC],43.12,-77.67,Rochester,NY
[ROW],33.3,-104.53,Roswell,NM
[RSL],38.87,-98.82,Russell,KS
[RST],43.92,-92.5,Rochester,MN
[RSW],26.65,-81.87,Ft Myers,FL
[RTN],36.74,-104.5,Raton,NM
[RUM],44.88,-70.88,Rumford,ME
[RUT],43.53,-73.95,Rutland,VT
[RWF],44.55,-95.08,Redwood Falls,MN
[RWI],35.85,-77.88,Rocky Mt,NC
[RWL],41.8,-107.2,Rawlins,WY
[S06],47.47,-115.8,Mullan,ID
[S11],41.48,-120.53,Alturas,CA
[S29],38.53,-106.05,Salida,CO
[S80],45.92,-116.13,Grangeville,ID
[SAC],38.52,-121.5,Sacramento,CA
[SAF],35.62,-106.08,Santa Fe,NM
[SAN],32.73,-117.17,San Diego,CA
[SAT],29.53,-98.47,San Antonio,TX
[SAV],32.13,-81.2,Savannah Mun,GA
[SAW],46.35,-87.4,Sawyer AFB,MI
[SBA],34.43,-119.83,Santa Barb,CA
[SBD],34.1,-117.23,Norton AFB,CA
[SBN],41.7,-86.32,South Bend,IN
[SBP],35.23,-120.65,San Luis Obi,CA
[SBS],40.48,-106.82,Steamboat Sp,CO
[SBY],38.33,-75.5,Salisbury,MD
[SCC],70.2,-148.47,Deadhorse,AK
[SCH],42.85,-73.93,Schenectady,NY
[SCK],37.9,-121.25,Stockton,CA
[SDB],34.75,-118.73,Sandburg,CA
[SDF],38.18,-85.73,Louisville,KY
[SDL],33.62,-111.92,Scottsdale,AZ
[SDM],32.57,-116.98,San Diego,CA
[SDM],32.57,-116.98,San Diego,CA
[SDP],55.33,-160.5,Sand Point,AK
[SDY],47.72,-104.18,Sidney,MT
[SEA],47.45,-122.3,Seattle,WA
[SEE],32.82,-116.97,San Diego,CA
[SEM],32.34,-86.99,Selma,AL
[SEP],32.22,-98.18,Stephenville,TX
[SFB],28.78,-81.25,Sanford,FL
[SFF],47.67,-117.33,Spokane,WA
[SFO],37.62,-122.38,San Francisco,CA
[SGF],37.23,-93.38,Springfield,MO
[SGU],37.08,-113.6,Saint George,UT
[SGY],59.75,-135.53,Skagway,AK
[SHD],38.27,-78.85,Staunton,VA
[SHH],66.27,-166.03,Shishmaref,AK
[SHN],47.25,-123.15,Shelton,WA
[SHR],44.77,-106.97,Sheridan,WY
[SHV],32.47,-93.82,Shreveport,LA
[SIL],30.35,-89.82,Slidel,LA
[SIT],57.07,-135.35,Sitka,AK
[SIY],41.78,-122.47,Siskiyou,CA
[SJC],37.37,-121.92,San Jose,CA
[SJT],31.37,-100.5,San Angelo,TX
[SKA],47.62,-117.65,Fairchild,WA
[SKF],29.38,-98.58,Kelly AFB,TX
[SKJ],56.88,-154.2,Sitkinak,AK
[SKW],61.97,-151.2,Skwentna,AK
[SLC],40.78,-111.97,Salt Lake Ct,UT
[SLE],44.92,-123,Salem,OR
[SLI],33.78,-118.05,Los Alamitos,CA
[SLK],44.38,-74.2,Saranac Lk,NY
[SLN],38.8,-97.65,Salina,KS
[SLO],38.63,-88.96,Salem,IL
[SMF],38.7,-121.6,Sacramento,CA
[SMN],45.17,-114.47,Salmon,ID
[SMO],34.02,-118.45,Santa Monica,CA
[SMP],47.28,-121.33,Stampede Pas,WA
[SMX],34.9,-120.45,Santa Maria,CA
[SNA],33.67,-117.88,Santa Ana,CA
[SNP],57.15,-170.22,St Paul Is,AK
[SNS],36.67,-121.6,Salinas,CA
[SNY],41.1,-102.98,Sidney Muni,NE
[SOP],35.24,-79.39,Southern Pin,NC
[SOW],34.27,-110,Show Low,AZ
[SPA],34.92,-81.96,Spartanburg,SC
[SPI],39.85,-89.67,Springfield,IL
[SPS],33.98,-98.5,Wichita Flls,TX
[SQI],41.74,-89.67,Sterling,IL
[SQL],37.52,-122.25,San Carlos,CA
[SRQ],27.4,-82.55,Sarasota,FL
[SSC],33.97,-80.47,Shaw AFB,SC
[SSF],29.33,-98.47,San Antonio,TX
[SSI],31.15,-81.38,Brunswick,GA
[SSM],46.47,-84.37,Sault Ste M,MI
[SSU],37.46,-80.2,White Sulph,WV
[STC],45.55,-94.07,St Cloud,MN
[STJ],40.28,-95.53,St Joseph,MO
[STL],38.75,-90.37,St Louis,MO
[STP],44.93,-93.05,Saint Paul,MN
[STS],38.52,-122.82,Santa Rosa,CA
[SUN],43.5,-114.3,Sun Valley,ID
[SUS],38.65,-90.63,StLouis/Spirit,MO
[SUU],38.27,-121.93,Travis AFB,CA
[SUX],42.4,-96.38,Sioux City,IA
[SVC],32.63,-108.17,Silver City,NM
[SVE],40.63,-120.95,Susanville,CA
[SVN],32.02,-81.15,Hunter Aaf,GA
[SWF],41.5,-74.1,Newburgh,NY
[SWO],36.16,-97.09,Stillwater,OK
[SXT],42.62,-123.37,Sexton,OR
[SYA],53.2,-174.13,Shemy,AK
[SYR],43.12,-76.12,Syracuse,NY
[SZL],38.73,-93.55,Whiteman AFB,MO
[T46],28.03,-95.87,South Brazos,TX
[T62],40.17,-112.2,Tooele,UT
[TAD],37.25,-104.33,Trinidad,CO
[TAL],65.17,-152.1,Tanana,AK
[TAZ],39.53,-89.33,Taylorville,IL
[TBN],37.75,-92.13,Ft Leonard,MO
[TBW],27.97,-82.6,Ruskin,FL
[TCC],35.18,-103.6,Tucumcari,NM
[TCL],33.23,-87.62,Tuscaloosa,AL
[TCM],47.15,-122.48,Mcchord AFB,WA
[TCS],33.23,-107.27,Truth Or Con,NM
[TDO],46.48,-122.8,Toledo,WA
[TEB],40.85,-74.05,Teterboro,NJ
[TIK],35.42,-97.38,Tinker AFB,OK
[TIW],47.27,-122.58,Tacoma,WA
[TIX],28.52,-80.8,Titusville,FL
[TKA],62.3,-150.1,Talkeetna,AK
[TLH],30.38,-84.37,Tallahassee,FL
[TMB],25.65,-80.43,Miami/Tamiami,FL
[TOA],33.8,-118.33,Torrance,CA
[TOI],31.87,-86.02,Troy,AL
[TOL],41.6,-83.8,Toledo,OH
[TOP],39.07,-95.62,Topeka,KS
[TPA],27.97,-82.53,Tampa Intl,FL
[TPH],38.07,-117.08,Tonopah,NV
[TPL],31.15,-97.42,Temple,TX
[TRI],36.48,-82.4,Bristol,TN
[TRK],39.32,-120.13,Truckee-Tahoe,CA
[TRM],33.63,-116.17,Thermal,CA
[TTD],45.55,-122.4,Troutdale,OR
[TTN],40.28,-74.82,Trenton,NJ
[TUL],36.2,-95.9,Tulsa,OK
[TUP],34.27,-88.77,Tupelo,MS
[TUS],32.12,-110.93,Tucson,AZ
[TVC],44.73,-85.58,Traverse Cty,MI
[TVF],48.07,-96.18,Thief River,MN
[TVL],38.9,-120,Lake Tahoe,CA
[TWF],42.48,-114.48,Twin Falls,ID
[TXK],33.45,-94,Texarkana,AR
[TYR],32.37,-95.4,Tyler/Pounds,TX
[TYS],35.82,-83.98,Knoxville,TN
[U15],44.52,-114.22,Challis,ID
[U16],41.05,-113.07,Eagle Range,UT
[U17],37.5,-110.7,Bullfrog Mar,UT
[U24],39.33,-112.58,Delta,UT
[U28],39,-110.15,Green River,UT
[U31],39.5,-117.08,Austin,NV
[U67],40.5,-110.63,Roosevelt,UT
[U78],42.65,-111.58,Soda Springs,ID
[UCA],43.15,-75.38,Utica,NY
[UCC],37.58,-116.08,Yucca Flat,NV
[UIL],47.95,-124.55,Quillayute,WA
[UIN],39.93,-91.2,Quincy,IL
[UKI],39.13,-123.2,Ukiah,CA
[UMN],37.33,-94.35,Monett,MO
[UMT],69.37,-152.13,Umiat,AK
[UNI],39.21,-82.23,Athens/Albany,OH
[UNK],63.88,-160.8,Unalakleet,AK
[UNO],36.88,-91.9,West Plains,MO
[UNV],40.85,-77.83,State Colleg,PA
[UOX],34.39,-89.54,Oxford,MS
[VAD],30.97,-83.2,Moody AFB,GA
[VBG],35.2,-120.95,Vandenberg,CA
[VBG],35.2,-120.95,Vandenberg,CA
[VCT],28.85,-96.92,Victoria,TX
[VCV],34.58,-117.38,George AFB,CA
[VDZ],61.13,-146.25,Valdez 2,AK
[VEL],40.45,-109.52,Vernal,UT
[VIH],38.13,-91.77,Vichy/Rolla,MO
[VIS],36.32,-119.4,Visalia,CA
[VLA],38.99,-89.17,Vandalia,IL
[VLD],30.78,-83.28,Valdosta,GA
[VNY],34.22,-118.48,Van Nuys,CA
[VOK],43.93,-90.27,Volk Fld,WI
[VPS],30.48,-86.53,Eglin AFB,FL
[VQN],36.95,-78.98,Volens,VA
[VRB],27.65,-80.42,Vero Beach,FL
[VTN],42.87,-100.55,Valentine,NE
[VWS],61.13,-146.35,Valdez,AK
[W39],37.5,-76.2,Chesapeake,VA
[WAA],66.03,-168.08,Wales,AK
[WAL],37.85,-75.48,Wallops Sta,VA
[WCR],67.5,-148.48,Chandalar Lk,AK
[WDG],36.38,-97.8,Enid,OK
[WEY],44.65,-111.1,W Yellowston,MT
[WJF],34.73,-118.22,Lancaster,CA
[WMC],40.9,-117.8,Winnemucca,NV
[WRB],32.63,-83.6,Robins AFB,GA
[WRG],56.48,-132.37,Wrangell,AK
[WRI],40.02,-74.6,Mcguire AFB,NJ
[WRL],43.97,-107.97,Worland,WY
[WYS],44.68,-111.12,W Yellowston,MT
[X68],28.62,-80.68,Nasa Shuttle,FL
[X91],27.6,-82.77,Egmont Key,FL
[XMR],28.47,-80.55,Cape Canaveral,FL
[Y22],45.93,-102.17,Lemmon,SD
[Y26],45.53,-100.43,Mobridge,SD
[Y69],45.13,-94.52,Litchfield,MN
[YAK],59.52,-139.67,Yakutat,AK
